common_name,tree_registry_id,tree_nickname,tree_score,height_(m),DBH_(m),crown_spread_(m),last_measured,year_nominated,location,nearest_town,ownership,ownership_details,latitude,longitude,elevation_m,access_notes,tree_site_notes,Principle nominator,Co-nominator 1,Co-nominator 2,Co-nominator 3,Verifier,tree_type,has_photo,all photo formula,highside_DBH(m),top_lists,tree_sp_code,sp_split_range
shore pine,91,,200,18,1.03,15,1995,1989,Constance Ave.,Esquimalt,Private land,,48.431081,-123.417664,15,"Private land - please respect private property and view from a distance.  Tree is located at 611 Constance Ave, Esquimalt.",,Robert VanPelt,,,,Robert VanPelt,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/91_Pcc_Esquimalt_AL_3.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/91_Pcc_Esquimalt_AL_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/91_Pcc_Esquimalt_AL_1.jpg"" target=""_blank"">3</a>      ",,1,32,
shore pine,620,,187,23.8,0.85,5.3,2021,2021,Bonanza Lake,Port McNeill,Tree Farm Lic.,47,50.430422,-126.751614,690,"Kokish main > Branch 250 > East Main > Branch 209-2A-4, see photo/map",Located on the edge of the road right-of-way. Slight lean away from road. Stem forked about 5 meters down from tree height. Root system slightly exposed due to road construction and natural erosion of soil and thick duff layer.,Corey Mathieson,Don Piggot,Franck Tout,,Corey Mathieson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/620_Pl_Bonanza_CM_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/620_Pl_Bonanza_CM_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/620_Pl_Bonanza_CM_3.jpg"" target=""_blank"">3</a>      ",,1,32,
shore pine,1186,Siding 4 Contorta,165,33,0.43,4.2,2022,2022,Siding 4 Interpretive Trail,Woss,Tree Farm Lic.,37,50.252982,-126.774028,148,From Woss head north on highway 19 aproximately 12km to the Siding 4 crossing on the Markusen road. Travel 1km down the Markusen Road to the marked Siding 4 interpretive Trail.The group of shore pine are at the north end of the trail near the old railgrade.,"Tree is healthy and growing on flat ground on high bench above the Nimpkish River. It is an old growth Douglas fir fire history stand with the last fire being aproximately 170 years ago based on ring counts of adjacent subdominant hemlock below the fir vets. There are half a dozen shore pine of the same 33m height in this spot, ranging from 32 to 43 cm in diameter.",Chris Bowden-Green,Rob Bowden-Green,,,Chris Bowden-Green,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1186_Plc_Siding4_CB_1.jpg"" target=""_blank"">1</a>            ",,1,32,
Sitka spruce,411,San Jo's Smiley,811,77.8,4.36,19.6,2019,2014,Raft Main,Holberg,Institution/corp.,WFP,50.664497,-128.163308,0,"Heading out of Holberg - North on San Jo Main, Left on Raft Main, 13 Kms down on your right",CWHvh1 06,Melissa Milligan,,,,Marco Rowan,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/411_Ss_SanJo_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/411_Ss_SanJo_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/411_Ss_SanJo_3.jpg"" target=""_blank"">3</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/411_Ss_SanJo_4.jpg"" target=""_blank"">4</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/411_Ss_SanJo_5.jpg"" target=""_blank"">5</a>",3.9,1,26,
Sitka spruce,115,Maxine's Tree,797,80.8,4.18,18.3,1999,1991,West Walbran Cr.,Youbou,Parks/reserves,Carmanah Walbran PP,48.669013,-124.599967,160,"Located in Carmanah Walbran Forest. From MacMillan Bloedel Road H-1000, follow West Walbran Trail south, past Anderson Lake, to a point approximately 800 m south of Anderson Lake on east bank of creek. Tree is near trail at forest edge.","This is beautiful healthy and straight tree is a ""veteran"" in a younger stand.  It is found growing deep in unlogged coastal rain forest valley. West southwest aspect, 5-10% slope, lower slope. The 1998 calculated wood volume is 266 cubic meters (R. VanPelt).",Randy Stoltmann,,,,Not known,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/115_Ss_Maxine_TW_1.jpg"" target=""_blank"">1</a>            ",,1,26,
Sitka spruce,99,,760,60,4.37,27,1990,1990,Nasparti River,Port Alice,Parks/reserves,Brooks Peninsula PP,50.197214,-127.60189,6,"Tree is located in Brooks Peninsula Park.  From Nasparti River estuary, follow east side of river upstream for approximately 1200 m. Tree is in grove of large spruces, approximately 50 m east of river.",Tree with huge taper-overinflating its size. Valley floor alluvial site.,Randy Stoltmann,,,,Randy Stoltmann,c,0,,,1,26,
Sitka spruce,414,Yakoun River # 8,757,77.5,3.92,23.5,2014,2015,Yakoun R. (Br 40),Queen Charlotte,Provincial land,,53.506,-132.1469,33,,healthy tree with healthy top,Michael Carlson,Ian Gould,Berry Wijdeven,Greg Gould,Michael Carlson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/414_M414_YakoonR_Branch40_1_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/414_M414_YakoonR_Branch40_1_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/414_M414_YakoonR_Branch40_1_3.jpg"" target=""_blank"">3</a>      ",,1,26,
Sitka spruce,322,,734,76.8,3.81,13.7,2006,2006,Upper Carmanah V.,Youbou,Unknown,,missing,,,Upper Carmanah Valley.,,Maywell Wickheim,,,,Maywell Wickheim,c,0,,,1,26,
Sitka spruce,1279,,733,71,3.89,22.1,2022,2022,Carmanah Valley,Youbou,Parks/reserves,Carmanah Walbran PP,48.673452,-124.683535,,,"This spruce is absolutely phenominal and perhaps now the largest known overall in the Carmanah Valley. I boasts a thick, towering trunk that puts it in a league and likely age class of its own compared to other large spruce trees in the area. It also has one of the most dynamic and sprawling canopies. The main trunk breaks into two main stems which then also have multiple iterations of their own. From a top down perspective, the canopy of this one tree appears to be of 3-4 individual trees. This is one of the most rewarding and noteworthy big tree finds in a long time.",TJ Watt,Ian Thomas,,,TJ Watt,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1279_Ss_CarmanahValley_TW_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1279_Ss_CarmanahValley_TW_2.jpg"" target=""_blank"">2</a>         ",,1,26,
Sitka spruce,952,WFP_0371,730,73,3.8,25.5,2021,2022,Hushamu,Holburg,Tree Farm Lic.,6,50.628161,-127.818313,132,,CWHvm1 10,WFP Big Tree,,,,WFP,c,0,,3.8,1,26,
Sitka spruce,309,Braedon and Toby Tree,728,78.5,3.69,16,2011,2009,Yakoun R.,Queen Charlotte,Provincial land,,53.434111,-132.277361,,Yakoun River floodplain flats.  Approx 30 kms north of Queen Charlotte City off Q.C. mainline logging road.,Healthy.,Michael Carlson,,,,Michael Carlson,c,0,,,1,26,
Sitka spruce,950,WFP_0369,725,71.5,3.8,25.5,2021,2022,Hushamu,Holburg,Tree Farm Lic.,6,50.628222,-127.81839,139,,CWHvm1 10,WFP Big Tree,,,,WFP,c,0,,3.8,1,26,
Sitka spruce,181,Windy Bay Spruce #1,720,52.9,4.31,15.5,1999,1999,Windy Bay,Moresby Camp,Parks/reserves,Gwaii Haanas NP,52.693806,-131.454333,10,"Located within Gwaii Haanas National Park Reserve and Haida Heritage Site is the ancient village, and now current watchmen of Windy Bay, or Hlk'yah GaawGa. Windy Bay is on the western side of Lyell Island, and is home to a moderately sized salmon bearing stream and estuary.  From the watchmen cabin (south side of river), there is a well marked and maintained trail that follows the estuary up to the foot of the river, and crosses the river to the north side. From this point the trail winds into the woods, where you will walk for about ten minutes, before encountering the spruce tree right on the trail.","This tree is estimated to be in the 800-900 year range according to the local Haida. It is characterized by a very large trunk that diminishes little in circumference with height. Relatively healthy with broken top, CWHwh1. 
Diameter at branch appears to be about 2 m.",Kala Fulton,,,,Michael Carlson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/181_Ss_Windy_PM_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/181_Ss_windy_MJ.jpg"" target=""_blank"">2</a>         ",,1,26,
Sitka spruce,69,,718,49,4.37,22,1990,1985,Meares Creek,Tofino,Provincial land,,49.150336,-125.858006,5,"From mouth of Meares Creek, walk upstream approximately 100-150 m. Tree is near creek, on west side, in open grove.",Tree has a snapped top. Level alluvial plain (coastal plain).,Randy Stoltmann,,,,Randy Stoltmann,c,0,,,2,26,
Sitka spruce,1107,WFP_0019,714,67,3.88,17.3,2021,2021,San Josef,Elephant Crossing,Institution/corp.,WFP MF 61,50.664957,-128.163063,25,"Starting from Holberg, take San Joseph Main towards the coast. Turn left onto Raft Main. Take your first right onto a small side road (semi-over grown with alders). A short ways down you will see tree BC BigTree # 411""San Jo's Smiley"" on your right. Park here and admire that tree before hiking into the woods behind it and bushwhacking on an angle towards your left through some tricky log jams. This tree is on the edge of the next clearing you arrive at.","CWHvh1 06 This is an incredibly impressive Sitka spruce tree with a gigantic columnar trunk that towers into the sky. The sheer volume is staggering. The tree has a broken top but seems to be healthy otherwise. The forest for the most part around it was logged in 2012, exposing one side to the elements. Other giants exist nearby. Certainly not a cheater tree, this one earns all it's wow factor on honest terms. A must see!! ",TJ Watt,Ian Thomas,,,TJ Watt,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1107_Ss_GiantSpruce_TW_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/12/1107_Ss_GiantSpruce_TW_2.jpg"" target=""_blank"">2</a>         ",2.2,2,26,
Sitka spruce,1309,,714,65.9,3.89,20,2022,2023,Nahwitti Lake,Holberg,Provincial land,Nahwitti River Trail,50.699721,-127.813892,200,Holberg Road,"Trail meanders through thick forest of Sitka spruce and cedar before emerging from the darkness at the river, with a bit further along spilling out at an exposed beach on Nahwitti Lake. This is a magnificent tree, that is right beside the trail.",Terry Nelson,,,,Terry Nelson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1309_Ss_NahwittiRiver_TN_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1309_Ss_NahwittiRiver_TN_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2023/03/1309_Ss_NahwittiRiver_TN_3.jpg"" target=""_blank"">3</a>      ",,2,26,
Sitka spruce,87,Carmanah Giant,704,96,3.05,14,1990,1988,Carmanah Creek,Youbou,Parks/reserves,Carmanah Walbran PP,48.613313,-124.718959,15,"The tree is located on the east bank of Carmanah Creek, 1.3 km upstream from mouth of creek.","This tree is one of the tallest known trees in Canada. West southwest aspect, 75% slope, lower slope, straight (seepage site, lower mesoslope, concave).",Randy Stoltmann,,,,Randy Stoltmann,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/87_Ss_Carm_Giant_IS_1.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/87_Ss_Carm_Giant_IS_2.jpg"" target=""_blank"">2</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/87_Ss_carm_KL_1.jpg"" target=""_blank"">3</a>      ",,2,26,
Sitka spruce,348,Yakoun Spruce #5,700,71,3.66,16.5,2011,2011,Yakoun R.,Queen Charlotte,Provincial land,,53.432944,-132.276445,,Yakoun River floodplain flats.  Approx 30 kms north of Queen Charlotte City off Q.C. mainline logging road.,Healthy.,Peter McAuliffe,,,,Peter McAuliffe,c,0,,,2,26,
Sitka spruce,897,WFP_0302,689,83,3.27,15,2020,2022,Quatsino,Quatsino,Tree Farm Lic.,6,50.563076,-127.625623,67,,CWHvm1 10,WFP Big Tree,,,,WFP,c,0,,3.27,2,26,
Sitka spruce,451,,685,69,3.56,22.7,2019,2019,Mossome Grove,Port Renfrew,Provincial land,,hidden,,,Easy to get to. Near the San Juan Giant (ID# 175). ,Has a hollow on one side near the ground that you can peek into. Used to have some burls on the trunk but looks like they were cut off years ago.,TJ Watt,Ancient Forest Alliance,,,A MacKinnon,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/451_Ss_Mossome2_2.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/451_Ss_Mossome2_1.jpg"" target=""_blank"">2</a>         ",,2,26,
Sitka spruce,175,San Juan Spruce,683,62.5,3.71,22.9,1998,1984,San Juan Bridge,Port Renfrew,Provincial land,,48.587922,-124.186631,,This tree is easy to get to (2 hour drive from Victoria) and is located very close to the road.  For excellent driving instructions see the Ancient Forest Alliance's Hiking Guide (http://www.ancientforestguide.com/big-trees.php?ID=4).,"This tree has a volume of 333 cubic meters.  One cubic meter representing the amount of wood found in a single telephone pole. 
River floodplain site.",Randy Stoltmann,,,,Not known,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/175_Ss_SJbridge_TW_2.jpg"" target=""_blank"">1</a>   <a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/175_Ss_SJbridge_TW_1.jpg"" target=""_blank"">2</a>         ",,2,26,
Sitka spruce,441,Satcha,677,64,3.66,16.8,2015,2016,Yakoun River flat,Port Clements,Provincial land,,53.253,-132.094,11,"Many kms south of Pt  Clements on the Q.C. logging mainline, east side along Yakoun River.......about 1 km off road.....vigorous hike.","Many small scares and swellings, top intact.",Michael Carlson,Ian Gould,,,Michael Carlson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/441_Ss_Satcha.jpg"" target=""_blank"">1</a>            ",,2,26,
Sitka spruce,442,Charlie,676,61,3.69,23.1,2015,2016,Yakoun River Flat,Port Clements,Provincial land,,53.606,-132.209,13,South of Pt Clements off the Q. Charlotte mainline to the east.....significant walk in the forest to reach this tree.,"Live top, healthy tree",Michael Carlson,Ian Gould,,,Michael Carlson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/442_Ss_Charlie.jpg"" target=""_blank"">1</a>            ",,2,26,
Sitka spruce,509,Nitinat spruce #1,669,71.3,3.36,22.88,2020,2020,Nitinat River,Lake Cowichan,Tree Farm Lic.,44,48.863375,-124.647447,,Take Nitinat Main to the Nitinat Junction. Bushwhack to the GPS location.,A perfect spruce specimin in a beautiful forest fillled with elk. Currently protected in an Old-Growth Management Area.,TJ Watt,Ian Campbell,,,TJ Watt,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/509_Ss_1_Nitinat_TW.jpg"" target=""_blank"">1</a>            ",,3,26,
Sitka spruce,413,Yakoun River # 4,668,66,3.47,26.4,2014,2015,Yakoun R.,Queen Charlotte,Provincial land,,53.3825,-132.2838,103,,generally healthy tree with healthy top,Michael Carlson,Berry Wijdeven,Ian Gould,Greg Gould,Michael Carlson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/413_M413_YakoonR_4.jpg"" target=""_blank"">1</a>            ",,3,26,
Sitka spruce,807,WFP_0201,666,75.2,3.25,21,2020,2022,San Josef,Elephant Crossing,Institution/corp.,MF 61,50.678741,-128.098644,74,,CWHvm1 10,WFP Big Tree,,,,WFP,c,0,,3.25,3,26,
Sitka spruce,165,,661,61,3.63,14.9,2006,1995,Lower Seymour CR,North Vancouver,Parks/reserves,Lower Seymour CR,missing,,,Lower Seymour Conservation Reserve near Old Growth Trail.,,Ralf Kelman,,,,Ralf Kelman,c,0,,,3,26,
Sitka spruce,417,Yakoun River # 3,661,66.5,3.44,22,2014,2015,Yakoun R ,Queen Charlotte,Provincial land,,53.358,-132.286,113,Near Yakoon Lake.,Healthy tree and top.,Michael Carlson,Berry Wijdeven,Ian Gould,Greg Gould,Michael Carlson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/417_M417_YakoonR_3.jpg"" target=""_blank"">1</a>            ",,3,26,
Sitka spruce,344,Windy Bay Spruce #2,660,68,3.44,15,2011,2011,Windy Bay,Moresby Camp,Parks/reserves,Gwaii Haanas NP,52.690333,-131.461167,,Lyell Island.,Healthy.,Michael Carlson,,,,Michael Carlson,c,0,,,3,26,
Sitka spruce,450,,658,79.9,3.09,16.3,2021,2020,Mossome Grove,Port Renfrew,Woodlot Lic.,1957,hidden,,,Near the San Juan Giant (ID# 175),Tree appears to be in great health. Main trunk splits in two about a third of the way up. Smaller stem is actually the tallest part of the tree.,TJ Watt,Ancient Forest Alliance,,,Greg Herringer,c,1,,,3,26,
Sitka spruce,416,Yakoun River # 2,653,74.9,3.15,20.3,2014,2015,Yakoun R,Queen Charlotte,Provincial land,,53.356,-132.2875,112,Near Yakoon Lake.,healthy tree and healthy top,Michael Carlson,Berry Wijdeven,Ian Gould,Greg Gould,Michael Carlson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/416_M416_YakoonR_2.jpg"" target=""_blank"">1</a>            ",,3,26,
Sitka spruce,542,Licorice,652,47.5,3.85,25,2020,2020,Caycuse River,Lake Cowichan,Private land,,48.797757,-124.666683,,"Drive from Lake Cowichan to Nitinat Lake and then towards Carmanah Valley. Cross the bridge over the Caycuse River and head up hill. Keep your eye open for a big spruce sticking out above the surrounding trees on the right hand side of the road. Park here, check out that spruce, then carry on downhill and into the flats to find the tree.",Has broken top. Grows on the edge of a creek bank. Nice maples around as well and lots of elk sign. A second big spruce is just beyond through the woods.,TJ Watt,,,,TJ Watt,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/542_Ss_Caycuse_TW.jpg"" target=""_blank"">1</a>            ",,3,26,
Sitka spruce,311,Alma and Ari Tree,650,74,3.15,21,2009,2009,Yakoun R.,Queen Charlotte,Provincial land,,53.434361,-132.276694,,Yakoun River floodplain flats.  Approx 30 kms north of Queen Charlotte City off Q.C. mainline logging road.,Healthy.,Michael Carlson,,,,Michael Carlson,c,0,,,3,26,
Sitka spruce,345,Windy Bay Spruce #3,640,58,3.5,20,2011,2011,Windy Bay,Moresby Camp,Parks/reserves,Gwaii Haanas NP,52.690528,-131.457972,,Lyell Island.,"Double/multiple top, otherwise healthy.",Michael Carlson,,,,Michael Carlson,c,0,,,,26,
Sitka spruce,349,Yakoun Spruce #6,637,60.5,3.44,17.5,2011,2011,Yakoun R.,Queen Charlotte,Provincial land,,53.433722,-132.277944,,Yakoun River floodplain flats.  Approx 30 kms north of Queen Charlotte City off Q.C. mainline logging road.,Healthy.,Peter McAuliffe,,,,Peter McAuliffe,c,0,,,,26,
Sitka spruce,415,Yakoun River # 1,637,66,3.28,17,2014,2015,Yakoun R,Queen Charlotte,Provincial land,,53.357,-132.286,110,Near Yakoon Lake.,"healthy tree, healthy top",Michael Carlson,Berry Wijdeven,Ian Gould,Greg Gould,Michael Carlson,c,1,"<a href=""https://bigtreesreg.sites.olt.ubc.ca/files/2021/03/415_M415_YakoonR_1.jpg"" target=""_blank"">1</a>            ",,,26,
